Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2012.03,Investment funds,231,Closing balance net worth,LE00000,B900000,0
2012.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,44810
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,67120
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,66220
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,964
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,52146
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,5997
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2152
2012.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,183
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4778
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,65597
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,45472
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,19665
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,-47
2012.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,170
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,337
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,872
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,28
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,1523
2012.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,67120
2012.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,41537
2012.03,Insurance corporations,251,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,40130
2012.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2012.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2012.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,C
2012.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,4177
2012.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,14781
2012.03,Insurance corporations,251,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,439
2012.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,6492
2012.03,Insurance corporations,251,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,41832
2012.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2012.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2012.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,14333
2012.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,24381
2012.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,34
2012.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,599
2012.03,Insurance corporations,251,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,933
2012.03,Insurance corporations,251,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,474
2012.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-295
2012.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,41537
2012.03,Pension funds,261,Closing balance total assets,LE00000,A000000,44194
2012.03,Pension funds,261,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,44102
2012.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1195
2012.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,2533
2012.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,0
2012.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,28465
2012.03,Pension funds,261,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,11910
2012.03,Pension funds,261,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
2012.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,0
2012.03,Pension funds,261,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,44194
2012.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2012.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2012.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2012.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2012.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2012.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,44194
2012.03,Pension funds,261,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
2012.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2012.03,Pension funds,261,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,50
2012.03,Pension funds,261,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,42
2012.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2012.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,44194
2012.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,6928
2012.03,Financial auxiliaries,270,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,5513
2012.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2012.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
